ID,Checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Saving_accout,Present_employment,Installment_rate,Personal_status___sex,Other_debtors_guarantors,Present_residence,Property,Age,Other_installment_plan,Housing,Num_of_existing_credits,Job,Num_of_people_liable,Telephone,Foreign_worker,Credit_status
917,4,27,2,0,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,1,1,Y
918,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,1,Y
919,2,48,1,9,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,1,1,Y
920,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,1,1,Y
921,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,1,1,Y
922,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,1,1,Y
923,1,12,2,0,1274,1,2,3,2,1,1,1,37,3,2,1,2,1,1,1,Y
924,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,1,Y
925,4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,1,1,Y
926,1,24,2,0,1285,5,4,4,2,1,4,4,32,3,1,1,3,1,1,1,Y
927,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,2,1,Y
928,1,12,4,0,691,1,5,4,3,1,3,2,35,3,2,2,3,1,1,1,Y
929,1,18,4,2,2124,1,3,4,2,1,4,1,24,3,1,2,3,1,1,1,Y
930,4,21,4,0,12680,5,5,4,3,1,4,4,30,3,3,1,4,1,2,1,Y
931,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1,Y
932,1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,2,1,Y
933,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,1,1,Y
934,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,1,1,1,Y
935,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,1,Y
936,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,1,1,Y
937,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,1,Y
938,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,1,1,Y
939,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,2,2,1,Y
940,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,1,Y
941,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,1,1,1,Y
942,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,2,1,Y
943,1,48,2,4,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,1,1,Y
944,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,1,Y
945,1,18,2,3,1345,1,3,4,4,1,3,1,26,1,2,1,3,1,1,1,Y
946,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1,Y
947,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,1,2,1,Y
948,4,18,0,9,4165,1,3,2,3,1,2,3,36,2,2,2,3,2,1,1,Y
949,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,1,Y
950,1,18,2,0,1216,1,2,4,2,1,3,3,23,3,1,1,3,1,2,1,Y
951,1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,1,1,Y
952,3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,1,1,Y
953,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,1,Y
954,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,1,Y
955,4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,1,1,Y
956,4,18,2,0,6761,5,3,2,3,1,4,3,68,3,1,2,3,1,1,1,Y
957,1,12,2,3,709,1,5,4,3,1,4,1,57,2,2,1,2,1,1,1,Y
958,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,1,2,Y
959,1,18,1,0,1442,1,4,4,3,1,4,4,32,3,3,2,2,2,1,1,Y
960,1,15,2,0,3959,1,3,3,2,1,2,2,29,3,2,1,3,1,2,1,Y
961,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,2,1,Y
962,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,1,2,1,Y
963,4,10,2,2,2210,1,3,2,3,1,2,1,25,1,1,1,2,1,1,1,Y
964,1,9,2,0,1422,1,2,3,3,1,2,4,27,3,3,1,4,1,2,1,Y
965,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,1,Y
966,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,1,Y
967,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,1,Y
968,1,18,2,2,4153,1,3,2,3,2,3,3,42,3,2,1,3,1,1,1,Y
969,1,16,4,0,2625,1,5,2,3,3,4,2,43,1,1,1,3,1,2,1,Y
970,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1,Y
971,1,24,1,9,3161,1,3,4,3,1,2,2,31,3,1,1,3,1,2,1,Y
972,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,1,2,2,Y
973,1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,2,1,Y
974,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1,Y
975,1,24,2,2,3345,1,5,4,3,1,2,2,39,3,1,1,4,1,2,1,Y
976,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,1,1,1,Y
977,1,24,1,2,6872,1,2,2,1,1,1,2,55,1,2,1,3,1,2,1,Y
978,1,12,1,0,697,1,2,4,3,1,2,3,46,1,2,2,3,1,2,1,Y
979,1,48,2,1,10297,1,4,4,3,1,4,4,39,2,3,3,3,2,2,1,Y
980,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,1,Y
981,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,1,1,1,Y
982,3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,1,1,Y
983,2,60,2,6,6288,1,3,4,3,1,4,4,42,3,3,1,3,1,1,1,Y
984,1,24,1,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,2,2,1,Y
985,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,1,Y
986,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,1,Y
987,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,2,1,Y
988,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,1,1,1,Y
989,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,1,Y
990,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,1,Y
991,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,1,Y
992,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,1,1,1,Y
993,1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,1,1,1,Y
994,1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,1,1,1,Y
995,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,1,1,Y
996,2,15,1,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,1,1,1,Y
997,2,30,4,2,8386,1,4,2,3,1,2,2,49,3,2,1,3,1,1,1,Y
998,4,48,2,9,4844,1,1,3,3,1,2,3,33,1,1,1,4,1,2,1,Y
999,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,1,1,Y
1000,1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,2,1,Y
